InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied
INV59329,C10902,Male,61,Texas,Home & Kitchen,Vacuum Cleaner,2,149.1,Credit Card,2025-02-22 10:12:14,4.9,No,No
INV50011,C11183,Male,40,California,Electronics,Smartphone,2,664.09,Cash,2025-02-22 10:29:26,3.7,No,No
INV62490,C10095,Male,28,New York,Books,Biography,1,22.44,PayPal,2025-02-22 10:32:00,1.0,No,No
INV64444,C10854,Male,60,Florida,Clothing,Socks,3,10.17,Cash,2025-02-22 12:01:45,3.8,Yes,Yes
INV63786,C10304,Male,49,Illinois,Clothing,Socks,1,10.39,Credit Card,2025-02-22 12:12:32,2.0,No,No
INV61475,C10218,Male,18,California,Books,Fiction Novel,1,15.0,Credit Card,2025-02-22 12:48:40,3.9,No,Yes
INV51479,C11120,Male,42,Illinois,Clothing,T-Shirt,1,24.38,PayPal,2025-02-22 13:18:25,3.8,No,No
INV62171,C10851,Male,66,Florida,Books,Self-Help Book,1,19.9,Credit Card,2025-02-22 13:55:42,3.9,No,No
INV57267,C10054,Male,25,New York,Clothing,Jacket,1,117.15,Credit Card,2025-02-22 14:32:45,4.6,Yes,No
INV59216,C10489,Female,38,Georgia,Home & Kitchen,Blender,2,47.03,Credit Card,2025-02-22 15:39:23,2.7,No,No
INV58797,C10450,Male,22,California,Books,Cookbook,4,29.63,PayPal,2025-02-22 16:08:36,4.9,No,Yes
INV50065,C10748,Female,48,Florida,Clothing,Sneakers,2,86.55,Credit Card,2025-02-22 16:13:35,3.9,Yes,Yes
INV62664,C10894,Male,44,Florida,Home & Kitchen,Air Fryer,1,114.13,Cash,2025-02-22 16:42:27,4.5,No,Yes
INV59382,C11198,Male,48,New York,Clothing,Jeans,3,55.22,Debit Card,2025-02-22 17:03:23,4.9,Yes,Yes
INV50299,C10168,Female,19,New York,Clothing,T-Shirt,2,24.85,Credit Card,2025-02-22 17:36:14,3.5,No,No
INV61008,C10820,Female,67,Illinois,Beauty & Personal Care,Perfume,3,77.07,Credit Card,2025-02-22 17:57:50,4.6,No,No
INV50721,C10441,Female,27,Illinois,Clothing,Jeans,4,55.3,Credit Card,2025-02-22 18:23:22,1.0,No,No
INV57438,C10607,Female,52,Florida,Books,Tech Guide,2,52.44,Debit Card,2025-02-22 19:50:41,1.0,No,Yes
INV50767,C11061,Male,57,Washington,Clothing,Jeans,1,54.82,PayPal,2025-02-22 20:15:10,3.9,No,No
INV52854,C10009,Male,22,Ohio,Electronics,Smartphone,1,733.18,Credit Card,2025-02-22 20:34:20,1.0,No,No
INV52714,C10183,Female,22,Georgia,Clothing,T-Shirt,1,24.56,Credit Card,2025-02-23 09:58:41,2.8,No,No
INV63136,C10485,Female,30,Texas,Clothing,Socks,2,9.86,Credit Card,2025-02-23 10:22:16,4.6,Yes,No
INV58458,C10302,Female,29,Texas,Books,Biography,1,22.29,Debit Card,2025-02-23 10:54:47,2.7,No,No
INV59609,C11027,Male,21,New York,Electronics,Headphones,1,147.52,Credit Card,2025-02-23 11:01:50,1.9,No,Yes
INV60240,C10400,Female,31,New York,Electronics,Smartphone,1,728.77,Cash,2025-02-23 11:07:09,2.6,No,No
INV61439,C10264,Male,61,New York,Electronics,Smartwatch,1,190.67,Credit Card,2025-02-23 12:03:46,4.6,Yes,No
INV51488,C10163,Female,74,Georgia,Home & Kitchen,Air Fryer,1,121.3,Credit Card,2025-02-23 12:46:21,2.6,No,No
INV60519,C10250,Non-Binary,38,California,Electronics,Smartphone,1,705.82,Credit Card,2025-02-23 13:26:43,5.0,No,No
INV53056,C10183,Female,22,Georgia,Electronics,Smartwatch,1,206.08,Debit Card,2025-02-23 13:46:47,4.9,No,No
INV63269,C10727,Female,55,Ohio,Beauty & Personal Care,Skincare Kit,3,58.56,Credit Card,2025-02-23 15:09:20,3.7,No,No
INV62896,C11142,Non-Binary,26,New York,Sports & Outdoors,Running Shoes,1,94.63,PayPal,2025-02-23 15:34:22,4.0,Yes,No
INV63711,C10341,Female,42,Washington,Clothing,Hoodie,1,44.06,Debit Card,2025-02-23 16:11:37,4.5,No,No
INV57885,C10786,Female,21,New York,Electronics,Smartphone,2,668.37,Credit Card,2025-02-23 17:03:37,1.0,No,Yes
INV57194,C10775,Male,22,Texas,Beauty & Personal Care,Hair Dryer,1,44.33,PayPal,2025-02-23 17:13:42,3.8,No,No
INV57012,C10322,Male,45,California,Sports & Outdoors,Running Shoes,1,91.75,Debit Card,2025-02-23 18:07:14,4.6,Yes,Yes
INV55896,C10217,Male,27,New York,Sports & Outdoors,Yoga Mat,2,31.22,Debit Card,2025-02-23 18:18:26,4.7,No,No
INV51503,C11169,Female,31,California,Electronics,Tablet,3,325.49,Credit Card,2025-02-23 19:08:31,4.9,Yes,No
INV63710,C10898,Female,58,California,Clothing,Jeans,3,53.74,Credit Card,2025-02-24 09:41:18,1.0,No,No
INV52841,C10121,Male,23,Texas,Clothing,Hoodie,4,47.13,Credit Card,2025-02-24 09:48:16,4.9,No,No
INV57963,C10832,Female,61,New York,Sports & Outdoors,Dumbbell Set,2,48.19,Debit Card,2025-02-24 10:28:17,3.7,No,No
INV61373,C10302,Female,29,Texas,Home & Kitchen,Air Fryer,1,120.91,Credit Card,2025-02-24 10:35:30,3.5,No,No
INV60272,C10893,Male,70,New York,Clothing,Sneakers,1,85.97,Credit Card,2025-02-24 12:04:41,2.7,No,No
INV53071,C10783,Male,29,New York,Home & Kitchen,Toaster,1,35.63,PayPal,2025-02-24 12:22:35,4.8,No,No
INV51068,C10154,Non-Binary,67,California,Clothing,Jeans,1,54.9,Credit Card,2025-02-24 12:28:32,4.9,No,No
INV63015,C10608,Female,24,California,Clothing,Jeans,1,55.9,Cash,2025-02-24 14:04:07,4.9,No,Yes
INV54128,C10188,Female,23,Washington,Clothing,Socks,1,10.1,Credit Card,2025-02-24 14:47:13,3.9,No,No
INV51419,C11159,Female,40,New York,Sports & Outdoors,Dumbbell Set,1,48.14,Debit Card,2025-02-24 16:16:29,3.5,No,No
INV52605,C10100,Male,49,Illinois,Electronics,Smartwatch,2,205.57,Credit Card,2025-02-24 16:25:58,3.9,Yes,No
INV62000,C10794,Male,49,Georgia,Electronics,Smartwatch,1,193.41,Credit Card,2025-02-24 16:38:40,3.8,No,No
INV50192,C10908,Male,18,Illinois,Beauty & Personal Care,Hair Dryer,2,45.39,Credit Card,2025-02-24 16:41:05,4.7,No,No
INV63648,C10435,Female,41,California,Electronics,Bluetooth Speaker,1,78.13,Debit Card,2025-02-24 16:46:33,4.9,No,No
INV54487,C10592,Male,24,Florida,Clothing,Hoodie,2,43.62,PayPal,2025-02-24 17:29:44,4.7,No,No
INV57647,C10148,Non-Binary,45,Georgia,Home & Kitchen,Vacuum Cleaner,1,157.19,Debit Card,2025-02-24 17:48:43,3.9,No,No
INV55282,C10112,Female,33,New York,Electronics,Bluetooth Speaker,1,75.46,Debit Card,2025-02-24 20:18:56,4.7,Yes,No
INV61342,C10018,Male,48,Texas,Beauty & Personal Care,Moisturizer,1,29.23,Credit Card,2025-02-24 20:39:32,4.8,Yes,No
INV54362,C10398,Male,25,Colorado,Sports & Outdoors,Water Bottle,1,19.48,Credit Card,2025-02-24 21:30:02,3.6,No,No
INV51004,C10125,Male,30,Texas,Books,Sci-Fi Anthology,1,18.07,Debit Card,2025-02-25 09:39:41,4.7,No,No
INV60785,C10568,Female,66,California,Books,Self-Help Book,3,19.26,Credit Card,2025-02-25 09:58:54,5.0,No,No
INV64883,C10058,Female,40,Georgia,Sports & Outdoors,Dumbbell Set,3,51.68,Credit Card,2025-02-25 10:28:50,2.6,No,Yes
INV54634,C10409,Male,33,Florida,Clothing,Hoodie,1,42.92,Cash,2025-02-25 10:30:58,4.7,Yes,Yes
INV57651,C10151,Male,62,Texas,Home & Kitchen,Vacuum Cleaner,3,142.49,Credit Card,2025-02-25 10:46:48,4.7,No,No
INV52836,C11156,Female,39,Massachusetts,Beauty & Personal Care,Lipstick,1,17.9,Debit Card,2025-02-25 10:52:33,3.9,No,No
INV53968,C10724,Male,29,Florida,Clothing,Socks,1,10.3,Credit Card,2025-02-25 11:19:50,3.5,Yes,No
INV55798,C10636,Female,47,California,Electronics,Smartwatch,1,205.78,Credit Card,2025-02-25 11:35:31,4.6,No,No
INV61836,C11060,Female,22,New York,Books,Sci-Fi Anthology,1,18.49,Credit Card,2025-02-25 15:40:29,4.8,No,No
INV56403,C11197,Female,47,Texas,Books,Fiction Novel,1,14.48,Cash,2025-02-25 17:33:42,3.8,No,Yes
INV57309,C10698,Male,56,Washington,Clothing,Hoodie,1,45.93,Credit Card,2025-02-25 18:22:11,3.9,No,No
INV56839,C11160,Female,62,Texas,Electronics,Tablet,1,318.72,Debit Card,2025-02-25 18:42:16,4.8,No,No
INV63470,C10263,Female,72,Florida,Beauty & Personal Care,Perfume,2,74.23,Credit Card,2025-02-26 09:09:31,2.6,No,No
INV52204,C10152,Male,21,California,Clothing,Socks,3,9.85,Credit Card,2025-02-26 09:24:13,3.6,No,No
INV55766,C10729,Female,48,California,Sports & Outdoors,Water Bottle,1,20.83,Debit Card,2025-02-26 11:09:38,1.8,Yes,Yes
INV52613,C10558,Male,61,Illinois,Books,Fiction Novel,1,15.64,Credit Card,2025-02-26 11:36:29,1.9,No,No
INV57480,C10330,Male,65,Texas,Home & Kitchen,Vacuum Cleaner,1,144.36,Cash,2025-02-26 11:43:15,3.9,No,No
INV54510,C10763,Male,22,Georgia,Clothing,Sneakers,1,88.35,Credit Card,2025-02-26 11:44:04,3.7,Yes,No
INV56575,C10938,Male,48,Massachusetts,Books,Biography,3,22.01,Debit Card,2025-02-26 12:00:56,3.5,No,No
INV54892,C10745,Male,65,New York,Home & Kitchen,Dinnerware Set,1,59.53,Credit Card,2025-02-26 12:54:44,1.0,No,No
INV55373,C10741,Female,42,California,Electronics,Smartphone,2,667.47,Debit Card,2025-02-26 13:04:29,4.6,No,No
INV63283,C10859,Female,38,Georgia,Sports & Outdoors,Camping Tent,2,154.12,Debit Card,2025-02-26 13:08:32,3.8,No,No
INV50020,C10547,Female,20,California,Clothing,Socks,1,9.94,Credit Card,2025-02-26 13:17:08,3.6,No,No
INV57096,C10222,Female,38,Florida,Clothing,Hoodie,3,47.02,Cash,2025-02-26 13:24:54,3.9,Yes,Yes
INV53236,C10639,Male,56,Florida,Home & Kitchen,Dinnerware Set,2,60.39,Debit Card,2025-02-26 13:29:15,3.6,Yes,No
INV58645,C10039,Male,63,Illinois,Home & Kitchen,Blender,1,44.68,Debit Card,2025-02-26 13:38:25,4.9,No,No
INV61583,C10197,Female,39,Ohio,Electronics,Smartwatch,2,189.81,Credit Card,2025-02-26 14:21:21,4.5,No,No
INV52332,C10626,Male,35,Illinois,Sports & Outdoors,Camping Tent,1,144.78,Credit Card,2025-02-26 14:28:57,4.8,No,No
INV54006,C10625,Male,45,Florida,Clothing,T-Shirt,1,24.96,Credit Card,2025-02-26 15:46:36,3.7,No,No
INV57584,C10604,Male,52,Georgia,Books,Tech Guide,1,49.89,Credit Card,2025-02-26 16:24:13,1.6,No,No
INV58400,C10296,Male,63,California,Clothing,Jacket,2,117.6,Cash,2025-02-26 16:37:47,4.8,No,No
INV55859,C10367,Female,36,New York,Home & Kitchen,Toaster,2,35.0,Cash,2025-02-26 17:08:07,4.8,Yes,No
INV53495,C10369,Female,26,Texas,Electronics,Tablet,1,323.68,Credit Card,2025-02-26 18:44:43,5.0,Yes,No
INV64132,C10140,Male,46,Georgia,Electronics,Headphones,1,147.72,Credit Card,2025-02-26 20:05:13,4.9,No,Yes
INV54009,C11193,Female,19,Washington,Sports & Outdoors,Water Bottle,1,19.47,Cash,2025-02-26 20:34:07,1.6,No,No
INV50777,C10230,Female,49,Illinois,Sports & Outdoors,Camping Tent,5,145.63,PayPal,2025-02-27 10:23:03,1.0,No,No
INV59253,C10656,Female,37,California,Electronics,Headphones,1,148.88,Credit Card,2025-02-27 10:45:50,4.9,No,No
INV51457,C10341,Female,42,Washington,Clothing,Jeans,2,53.09,Credit Card,2025-02-27 11:03:58,2.7,No,Yes
INV63944,C10990,Female,18,Texas,Electronics,Bluetooth Speaker,2,80.12,Credit Card,2025-02-27 11:49:52,2.9,No,No
INV56600,C10607,Female,52,Florida,Home & Kitchen,Vacuum Cleaner,1,146.74,Debit Card,2025-02-27 12:41:25,3.6,No,No
INV55592,C11034,Male,61,Colorado,Beauty & Personal Care,Perfume,1,75.62,Credit Card,2025-02-27 13:03:06,2.9,Yes,Yes
INV56305,C10684,Male,57,Texas,Clothing,Jeans,1,55.57,Credit Card,2025-02-27 13:11:19,3.8,Yes,Yes
INV53266,C10675,Male,35,Florida,Home & Kitchen,Blender,2,44.89,Debit Card,2025-02-27 14:21:11,3.9,No,Yes
INV62561,C10751,Female,68,Illinois,Home & Kitchen,Blender,1,46.61,Credit Card,2025-02-27 15:07:10,4.6,No,No
INV54083,C10787,Female,46,Florida,Home & Kitchen,Toaster,1,36.4,Credit Card,2025-02-27 15:53:19,2.9,No,No
INV57969,C10280,Male,30,New York,Sports & Outdoors,Running Shoes,2,98.29,Cash,2025-02-27 16:01:23,1.0,No,No
INV57950,C10044,Male,22,Florida,Electronics,Smartphone,1,683.13,Credit Card,2025-02-27 16:09:24,2.7,No,No
INV60835,C10221,Female,27,Colorado,Beauty & Personal Care,Lipstick,1,19.31,Credit Card,2025-02-27 17:59:50,4.9,No,No
INV60882,C10081,Male,47,New York,Beauty & Personal Care,Perfume,1,74.24,Credit Card,2025-02-27 18:53:30,2.8,No,Yes
INV56435,C10053,Male,27,California,Beauty & Personal Care,Perfume,1,76.03,PayPal,2025-02-27 19:54:31,4.8,No,No
INV64680,C10034,Female,24,Georgia,Sports & Outdoors,Running Shoes,1,93.85,Credit Card,2025-02-27 20:26:16,4.8,No,No
INV61892,C10710,Male,31,New York,Home & Kitchen,Dinnerware Set,2,61.39,Credit Card,2025-02-28 09:03:43,3.8,No,No
INV64204,C11195,Female,49,Colorado,Beauty & Personal Care,Lipstick,2,19.39,Credit Card,2025-02-28 09:29:01,5.0,No,No
INV56699,C11039,Male,43,California,Books,Biography,1,21.5,PayPal,2025-02-28 09:44:53,2.7,No,No
INV62084,C10075,Female,37,Washington,Books,Sci-Fi Anthology,2,17.36,Credit Card,2025-02-28 09:52:55,1.0,No,No
INV60150,C10199,Female,20,New York,Beauty & Personal Care,Shampoo,2,11.55,Credit Card,2025-02-28 09:54:52,4.5,No,No
INV51199,C10051,Female,32,Texas,Electronics,Smartwatch,3,203.02,Credit Card,2025-02-28 10:11:26,4.9,No,Yes
INV54627,C10918,Female,25,Massachusetts,Electronics,Bluetooth Speaker,1,81.12,Debit Card,2025-02-28 10:24:44,5.0,No,No
INV63840,C10302,Female,29,Texas,Sports & Outdoors,Camping Tent,1,145.99,Debit Card,2025-02-28 10:28:08,5.0,No,No
INV50431,C11178,Female,40,Massachusetts,Electronics,Smartwatch,2,196.34,Credit Card,2025-02-28 10:50:45,4.9,No,Yes
INV64195,C10335,Female,47,Texas,Clothing,Jacket,1,123.54,Credit Card,2025-02-28 11:30:07,3.9,No,No
INV57630,C10375,Female,32,Georgia,Clothing,Sneakers,2,81.79,Cash,2025-02-28 12:50:04,3.9,Yes,Yes
INV59434,C10741,Female,42,California,Clothing,Socks,2,10.1,PayPal,2025-02-28 12:55:48,5.0,No,Yes
INV61931,C11059,Male,62,Texas,Beauty & Personal Care,Skincare Kit,1,59.15,Credit Card,2025-02-28 12:58:53,4.8,No,No
INV54726,C10603,Male,26,Illinois,Electronics,Smartwatch,2,202.79,Credit Card,2025-02-28 13:19:02,4.6,Yes,No
INV64416,C11077,Male,39,New York,Electronics,Smartwatch,1,203.41,PayPal,2025-02-28 15:39:23,3.6,Yes,No
INV55910,C10260,Male,24,Washington,Books,Self-Help Book,1,19.59,Credit Card,2025-02-28 15:54:52,3.8,Yes,Yes
INV59965,C10668,Male,36,Florida,Clothing,Jeans,2,57.62,Debit Card,2025-02-28 16:55:07,3.5,No,No
INV64964,C10413,Female,28,California,Books,Self-Help Book,2,19.96,Credit Card,2025-02-28 17:38:57,4.7,No,No
INV59499,C10316,Non-Binary,28,Illinois,Beauty & Personal Care,Shampoo,1,11.61,Cash,2025-02-28 18:02:14,4.0,No,No
INV52145,C10251,Female,21,Illinois,Electronics,Headphones,1,145.82,Credit Card,2025-02-28 18:03:22,4.6,Yes,No
INV54133,C11163,Male,63,Texas,Clothing,Sneakers,1,88.94,Credit Card,2025-02-28 18:10:28,4.9,Yes,No
INV61037,C10123,Male,40,New York,Home & Kitchen,Dinnerware Set,3,59.76,Credit Card,2025-02-28 18:12:18,4.9,Yes,Yes
INV50674,C10111,Female,18,Illinois,Clothing,Socks,4,10.39,Debit Card,2025-02-28 18:14:46,4.8,Yes,Yes
INV57491,C10469,Female,36,California,Books,Biography,1,21.45,PayPal,2025-02-28 18:31:38,4.0,Yes,No
INV56691,C11132,Female,55,Colorado,Sports & Outdoors,Yoga Mat,1,28.56,Debit Card,2025-02-28 18:59:32,1.0,No,No
INV59646,C10016,Non-Binary,25,Florida,Electronics,Smartwatch,1,198.43,Credit Card,2025-02-28 19:17:14,2.8,No,No
INV51986,C10137,Male,30,New York,Home & Kitchen,Toaster,2,34.28,Debit Card,2025-02-28 20:48:10,4.8,Yes,Yes
INV51133,C11001,Male,72,New York,Books,Cookbook,1,29.02,PayPal,2025-02-28 20:52:11,4.8,No,No
INV64387,C10969,Female,47,Florida,Beauty & Personal Care,Skincare Kit,2,58.28,Credit Card,2025-02-28 21:07:57,3.9,Yes,Yes
INV54509,C10276,Female,20,California,Clothing,Sneakers,1,81.17,Credit Card,2025-02-28 21:25:11,5.0,Yes,No
INV53783,C10372,Male,56,New York,Electronics,Smartwatch,2,206.6,Credit Card,2025-02-28 21:26:15,2.8,Yes,No
INV56206,C10143,Male,52,Colorado,Clothing,Jeans,1,56.94,Debit Card,2025-02-28 21:37:12,4.9,No,No
INV64078,C10898,Female,58,California,Clothing,Hoodie,1,46.09,Credit Card,2025-03-01 10:23:42,4.9,No,No
INV55088,C10922,Female,39,New York,Electronics,Headphones,2,149.54,Credit Card,2025-03-01 10:42:13,3.6,Yes,Yes
INV57137,C10101,Female,44,Texas,Electronics,Tablet,1,325.84,Credit Card,2025-03-01 11:54:09,1.7,No,No
INV63580,C10603,Male,26,Illinois,Electronics,Tablet,2,334.03,Credit Card,2025-03-01 13:02:49,4.9,Yes,Yes
INV51722,C10839,Male,22,California,Clothing,T-Shirt,3,24.4,Credit Card,2025-03-01 13:42:04,3.8,No,No
INV54977,C10631,Female,64,Ohio,Home & Kitchen,Air Fryer,2,122.56,Credit Card,2025-03-01 14:40:01,4.6,No,No
INV54961,C10473,Female,32,California,Clothing,Jeans,2,54.43,Credit Card,2025-03-01 14:44:05,3.6,No,No
INV53058,C10860,Female,65,California,Clothing,Socks,1,9.5,Cash,2025-03-01 15:49:28,2.5,No,No
INV55767,C10560,Female,67,California,Home & Kitchen,Air Fryer,2,121.37,Credit Card,2025-03-01 17:06:07,2.8,No,No
INV50866,C10517,Female,49,California,Home & Kitchen,Vacuum Cleaner,1,148.53,Debit Card,2025-03-01 19:33:12,4.0,Yes,No
INV58503,C10040,Male,25,Illinois,Electronics,Laptop,1,1123.83,Cash,2025-03-01 20:36:15,4.7,Yes,No
INV52567,C10807,Male,37,New York,Books,Tech Guide,1,47.88,Credit Card,2025-03-01 21:11:27,1.7,Yes,No
INV53088,C10644,Male,40,Texas,Books,Fiction Novel,1,14.86,Credit Card,2025-03-01 21:27:41,1.5,Yes,Yes
INV57430,C10298,Male,71,California,Clothing,Sneakers,1,87.41,Debit Card,2025-03-02 11:13:53,1.8,No,No
INV50305,C10858,Male,32,Massachusetts,Electronics,Smartphone,1,693.11,Credit Card,2025-03-02 11:35:15,4.6,No,No
INV54415,C10035,Female,68,California,Home & Kitchen,Coffee Maker,3,91.39,PayPal,2025-03-02 11:36:55,4.9,No,Yes
INV58100,C11163,Male,63,Texas,Clothing,Jeans,1,53.17,Credit Card,2025-03-02 11:53:22,4.7,Yes,No
INV55700,C10865,Male,30,Georgia,Electronics,Headphones,4,153.11,Credit Card,2025-03-02 12:38:02,2.9,Yes,No
INV62459,C10496,Female,31,Texas,Sports & Outdoors,Dumbbell Set,2,52.47,PayPal,2025-03-02 12:44:57,2.9,No,No
INV54460,C10002,Female,40,Florida,Beauty & Personal Care,Perfume,1,78.48,Credit Card,2025-03-02 13:13:16,3.9,Yes,No
INV50354,C11043,Female,59,Florida,Beauty & Personal Care,Moisturizer,3,28.94,Credit Card,2025-03-02 13:37:52,4.0,No,No
INV53138,C11199,Male,30,Florida,Electronics,Laptop,1,1084.5,Debit Card,2025-03-02 14:23:14,4.7,No,No
INV53906,C10471,Female,51,Texas,Beauty & Personal Care,Moisturizer,2,27.8,PayPal,2025-03-02 14:32:28,2.6,No,No
INV51995,C10698,Male,56,Washington,Home & Kitchen,Blender,1,43.06,PayPal,2025-03-02 14:43:21,3.9,No,No
INV57693,C10474,Female,54,New York,Home & Kitchen,Toaster,1,34.73,PayPal,2025-03-02 14:57:22,3.7,Yes,No
INV60576,C10393,Female,39,Illinois,Clothing,T-Shirt,1,25.57,Debit Card,2025-03-02 15:42:08,5.0,Yes,No
INV50366,C10076,Female,49,Texas,Sports & Outdoors,Backpack,2,38.35,Credit Card,2025-03-02 15:44:06,2.8,No,No
INV57141,C10521,Male,30,California,Sports & Outdoors,Camping Tent,1,152.03,Credit Card,2025-03-02 19:51:49,4.0,No,No
INV55990,C10427,Female,47,New York,Electronics,Tablet,1,318.0,Cash,2025-03-02 20:33:39,4.7,No,No
INV57055,C10627,Male,49,Texas,Beauty & Personal Care,Shampoo,2,11.78,Cash,2025-03-02 20:36:39,3.0,No,No
INV60860,C10693,Female,68,Colorado,Home & Kitchen,Blender,1,46.87,PayPal,2025-03-02 21:20:56,3.8,No,No
INV58485,C10368,Male,33,Florida,Home & Kitchen,Coffee Maker,2,90.53,Debit Card,2025-03-02 21:21:32,3.6,No,No
INV51502,C10823,Female,18,Florida,Electronics,Tablet,4,341.03,Debit Card,2025-03-03 10:25:11,3.7,Yes,No
INV64851,C10136,Female,31,Washington,Clothing,Socks,1,10.33,Credit Card,2025-03-03 11:23:10,2.6,No,No
INV58534,C10481,Female,40,Texas,Clothing,Jacket,1,122.63,Credit Card,2025-03-03 11:56:13,1.9,No,No
INV56974,C10105,Male,48,California,Books,Self-Help Book,3,20.28,Credit Card,2025-03-03 13:11:26,3.8,No,No
INV50086,C10810,Male,51,New York,Sports & Outdoors,Yoga Mat,2,29.78,Credit Card,2025-03-03 13:27:26,3.0,No,No
INV63641,C10637,Male,34,Illinois,Beauty & Personal Care,Moisturizer,1,28.27,Credit Card,2025-03-03 13:33:42,4.8,Yes,Yes
INV56359,C10545,Female,70,Georgia,Clothing,T-Shirt,1,25.77,Credit Card,2025-03-03 13:40:16,4.5,Yes,No
INV60926,C10225,Non-Binary,56,California,Books,Sci-Fi Anthology,3,18.71,Credit Card,2025-03-03 13:46:11,4.8,Yes,No
INV62918,C10321,Female,45,Washington,Clothing,Jeans,4,56.59,Cash,2025-03-03 14:00:46,4.6,Yes,No
INV64889,C10491,Female,72,Texas,Home & Kitchen,Vacuum Cleaner,2,143.7,Debit Card,2025-03-03 14:23:42,4.5,No,No
INV64541,C11047,Female,25,California,Clothing,Jacket,1,125.45,Debit Card,2025-03-03 15:07:59,4.6,No,No
INV54618,C10729,Female,48,California,Home & Kitchen,Vacuum Cleaner,1,151.1,Credit Card,2025-03-03 15:51:43,3.8,Yes,Yes
INV52966,C10339,Female,48,California,Clothing,Jacket,1,121.9,Credit Card,2025-03-03 16:05:18,4.7,Yes,Yes
INV52746,C10650,Female,57,Illinois,Beauty & Personal Care,Shampoo,1,12.25,Credit Card,2025-03-03 17:37:29,4.7,Yes,No
INV58385,C10139,Female,28,New York,Beauty & Personal Care,Perfume,2,75.9,Credit Card,2025-03-03 18:18:49,2.9,No,No
INV56270,C10799,Male,36,Texas,Sports & Outdoors,Water Bottle,1,20.0,Credit Card,2025-03-03 19:10:20,3.6,No,No
INV53260,C10606,Female,20,Washington,Clothing,T-Shirt,1,25.9,Credit Card,2025-03-03 19:43:00,2.6,No,Yes
INV57161,C10479,Male,25,Massachusetts,Clothing,Jacket,1,120.74,Cash,2025-03-03 20:06:13,4.9,Yes,Yes
INV61240,C10401,Female,35,California,Electronics,Bluetooth Speaker,2,78.68,Credit Card,2025-03-03 21:19:03,4.9,No,No
INV57964,C10467,Female,50,New York,Books,Cookbook,5,29.91,Credit Card,2025-03-04 09:19:43,2.6,No,No
INV54130,C10648,Male,73,California,Home & Kitchen,Dinnerware Set,2,61.7,Credit Card,2025-03-04 09:33:53,4.9,No,Yes
INV57103,C10371,Female,39,New York,Beauty & Personal Care,Skincare Kit,1,60.44,Debit Card,2025-03-04 10:25:31,2.7,No,No
INV50851,C10897,Male,47,Georgia,Electronics,Smartphone,4,727.3,Credit Card,2025-03-04 11:56:35,4.6,No,No
INV60201,C10262,Female,29,California,Books,Biography,1,22.5,Credit Card,2025-03-04 13:56:34,3.9,No,No
INV63689,C10552,Male,67,Illinois,Clothing,Socks,1,9.81,Credit Card,2025-03-04 13:59:10,4.7,No,No
INV61084,C11191,Female,54,Texas,Home & Kitchen,Blender,1,47.16,Debit Card,2025-03-04 20:44:19,2.6,No,No
INV56377,C10672,Male,22,California,Sports & Outdoors,Running Shoes,1,91.3,Credit Card,2025-03-04 21:08:57,4.5,No,No
INV64755,C10019,Male,32,Colorado,Sports & Outdoors,Water Bottle,2,20.55,Debit Card,2025-03-05 09:36:35,4.9,No,No
INV63933,C10540,Male,27,Illinois,Clothing,Socks,5,10.33,PayPal,2025-03-05 09:40:41,3.7,No,No
INV50590,C10346,Female,49,Illinois,Clothing,Hoodie,1,46.68,PayPal,2025-03-05 09:46:48,4.6,No,No
INV56468,C10639,Male,56,Florida,Books,Tech Guide,1,50.44,Credit Card,2025-03-05 11:12:13,3.9,Yes,No
INV51672,C10032,Male,22,New York,Electronics,Tablet,4,322.62,Debit Card,2025-03-05 11:25:06,4.0,Yes,Yes
INV64993,C10551,Non-Binary,47,Florida,Electronics,Bluetooth Speaker,2,78.76,PayPal,2025-03-05 11:58:06,3.9,Yes,No
